,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
0,0,1,27,0,7,1,2.3999999999999986,23.999999999999982,4,-0.2,10,7
1,1,1,27,0,3,0,0.0,0.0,0,-1.0,9,3
2,0,2,50,3,11,4,2.399999999999997,41.99999999999997,5,2.0,19,14
3,1,2,50,1,19,0,7.200000000000005,78.00000000000004,1,1.0,15,20
4,0,3,50,6,13,7,3.6000000000000014,72.0,4,1.5,18,19
5,1,3,50,0,10,0,1.7999999999999976,17.999999999999975,0,1.0,11,10
6,1,4,19,1,2,0,0.1000000000000002,7.000000000000002,2,1.0,3,3
7,0,4,20,4,2,2,0.0,24.0,4,-1.2,6,6
8,0,5,15,2,3,0,1.1,23.0,5,1.0,6,5
9,1,5,15,0,1,0,0.0,0.0,2,-1.2,4,1
10,0,6,50,1,15,0,4.799999999999999,53.99999999999999,1,1.0,19,16
11,1,6,50,3,9,1,1.199999999999997,29.999999999999968,4,1.5,14,12
12,0,7,32,2,11,0,4.199999999999998,53.99999999999999,5,2.0,15,13
13,1,7,32,2,4,0,0.0,11.999999999999991,2,-1.0,11,6
14,0,8,50,0,17,4,6.000000000000001,60.00000000000001,1,1.0,21,17
15,1,8,50,2,13,0,3.6000000000000014,48.000000000000014,2,2.0,16,15
16,0,9,50,1,16,3,5.400000000000003,60.00000000000002,0,2.0,17,17
17,1,9,50,0,15,0,4.800000000000004,48.00000000000004,3,1.0,17,15
18,0,10,50,2,14,4,4.200000000000005,54.00000000000004,3,2.0,16,16
19,1,10,50,2,14,0,4.199999999999998,53.99999999999999,1,2.0,15,16
20,1,11,8,0,0,0,1.3877787807814454e-16,1.3877787807814457e-15,2,-0.2,3,0
21,0,11,9,1,0,0,0.0,5.000000000000001,0,0.0,3,1
22,0,12,50,0,16,2,5.400000000000002,54.00000000000002,2,1.0,17,16
23,1,12,50,1,9,0,1.1999999999999973,17.99999999999997,0,2.0,10,10
24,0,13,9,1,3,0,1.6999999999999995,23.0,3,0.0,4,4
25,1,13,9,4,0,0,0.0,23.0,2,0.0,4,4
26,0,14,50,5,13,1,3.599999999999997,65.99999999999997,4,1.5,15,18
27,1,14,50,0,10,0,1.7999999999999972,17.99999999999997,0,1.0,12,10
28,0,15,50,0,21,6,8.400000000000007,84.00000000000007,1,0.8,18,21
29,1,15,50,0,14,4,4.199999999999999,41.99999999999999,1,1.0,17,14
30,0,16,50,0,16,3,5.400000000000007,54.000000000000064,3,1.0,14,16
31,1,16,50,0,10,0,1.7999999999999972,17.99999999999997,2,1.0,12,10
32,0,17,50,1,17,3,6.000000000000003,66.00000000000001,5,3.0,14,18
33,1,17,50,1,9,0,1.1999999999999984,17.999999999999982,0,1.0,12,10
34,0,18,33,1,14,0,5.9,65.0,5,1.0,12,15
35,1,18,33,4,4,0,0.0,23.0,0,-1.0,9,8
36,0,19,50,0,18,0,6.600000000000003,66.00000000000003,1,1.0,17,18
37,1,19,50,0,10,0,1.7999999999999972,17.99999999999997,0,1.0,15,10
38,0,20,50,0,13,5,3.6,35.99999999999999,4,1.5,15,13
39,1,20,50,0,16,1,5.4,53.99999999999999,2,1.0,15,16
40,0,21,50,1,16,4,5.400000000000007,60.00000000000006,5,2.0,14,17
41,1,21,50,0,15,0,4.800000000000003,48.00000000000003,2,1.0,15,15
42,0,22,15,4,3,0,1.0999999999999996,34.99999999999999,2,-0.2,5,7
43,1,22,15,0,1,0,0.0,0.0,3,-1.0,5,1
44,0,23,50,1,18,2,6.600000000000003,72.00000000000003,5,2.0,17,19
45,1,23,50,0,11,0,2.399999999999997,23.999999999999968,2,1.0,12,11
46,0,24,50,2,18,3,6.600000000000004,78.00000000000004,1,2.0,16,20
47,1,24,50,0,15,0,4.800000000000001,48.00000000000001,5,2.0,9,15
48,0,25,32,5,11,1,4.200000000000001,72.0,3,1.0,12,16
49,1,25,32,6,4,0,0.0,35.999999999999986,0,-1.0,8,10
50,1,26,8,0,0,0,1.3877787807814454e-16,1.3877787807814457e-15,4,-0.2,3,0
51,0,26,9,0,0,0,0.0,0.0,0,-1.0,3,0
52,0,27,50,2,21,3,8.4,96.0,4,1.5,16,23
53,1,27,50,0,11,2,2.399999999999997,23.999999999999968,4,1.5,14,11
54,0,28,15,1,5,0,2.299999999999999,28.99999999999999,5,1.0,5,6
55,1,28,15,0,1,0,0.0,0.0,3,-1.0,5,1
56,0,29,50,1,18,4,6.6,71.99999999999999,5,3.0,17,19
57,1,29,50,2,9,0,1.1999999999999988,23.999999999999982,1,2.0,9,11
58,0,30,50,1,17,0,5.999999999999999,65.99999999999999,5,2.0,14,18
59,1,30,50,0,12,0,2.999999999999999,29.99999999999999,1,1.0,17,12
60,0,31,50,1,16,0,5.400000000000005,60.00000000000004,1,2.0,11,17
61,1,31,50,0,8,0,0.5999999999999984,5.999999999999984,0,1.0,15,8
62,0,32,50,2,12,7,2.999999999999997,41.999999999999964,1,1.0,17,14
63,1,32,50,0,20,1,7.800000000000002,78.00000000000001,3,1.0,15,20
64,0,33,9,1,1,0,0.5000000000000001,11.0,1,0.0,3,2
65,1,33,9,1,0,0,0.0,5.000000000000001,3,0.0,2,1
66,0,34,50,1,14,5,4.199999999999999,47.99999999999999,0,1.0,21,15
67,1,34,50,2,19,1,7.200000000000001,84.0,5,2.0,16,21
68,1,35,8,0,2,0,1.1999999999999995,11.999999999999996,3,0.0,3,2
69,0,35,9,1,0,0,0.0,5.000000000000001,3,0.0,3,1
70,0,36,9,0,2,0,1.1,11.0,1,0.0,6,2
71,1,36,9,2,0,0,0.0,11.0,3,-1.0,3,2
72,0,37,50,1,24,3,10.2,108.0,3,2.0,17,25
73,1,37,50,0,12,4,2.999999999999997,29.999999999999968,0,0.8,13,12
74,0,38,50,2,11,3,2.399999999999997,35.999999999999964,1,2.0,18,13
75,1,38,50,2,9,0,1.1999999999999984,23.999999999999982,3,1.0,14,11
76,0,39,50,0,13,1,3.599999999999997,35.99999999999997,5,2.0,20,13
77,1,39,50,0,15,0,4.799999999999998,47.99999999999998,1,1.0,13,15
78,0,40,50,0,16,5,5.400000000000001,54.00000000000001,4,1.5,16,16
79,1,40,50,1,18,0,6.6,71.99999999999999,0,1.0,16,19
80,0,41,50,0,14,0,4.200000000000006,42.000000000000064,3,1.0,15,14
81,1,41,50,2,13,0,3.599999999999998,47.99999999999998,1,2.0,12,15
82,0,42,50,0,11,2,2.3999999999999995,24.0,3,0.8,15,11
83,1,42,50,0,8,0,0.5999999999999975,5.999999999999975,0,1.0,10,8
84,0,43,50,0,17,5,6.000000000000004,60.00000000000004,5,2.0,20,17
85,1,43,50,0,17,0,6.000000000000003,60.00000000000002,1,0.8,9,17
86,0,44,50,2,19,4,7.2000000000000055,84.00000000000006,5,3.0,18,21
87,1,44,50,0,12,1,2.9999999999999973,29.99999999999997,1,1.0,12,12
88,0,45,50,1,17,4,6.000000000000001,66.0,5,2.0,22,18
89,1,45,50,3,11,0,2.399999999999998,41.99999999999997,1,2.0,9,14
90,0,46,50,0,20,1,7.800000000000002,78.00000000000001,3,0.8,19,20
91,1,46,50,0,9,3,1.1999999999999995,11.999999999999996,5,2.0,19,9
92,0,47,50,1,19,2,7.200000000000001,78.0,5,2.0,19,20
93,1,47,50,1,12,0,2.9999999999999982,35.99999999999998,5,2.0,10,13
94,0,48,50,0,16,0,5.399999999999999,53.99999999999999,5,2.0,13,16
